ID,Age,Gender,Residence.Ownership,number.of.dependants,status
4016,33,FEMALE,RENT,5,BAD
4017,41,MALE,OWNED,4,GOOD
4018,34,FEMALE,OWNED,0,GOOD
4019,34,MALE,RENT,2,GOOD
4020,40,MALE,OWNED,3,BAD
4021,39,FEMALE,OWNED,1,GOOD
4022,28,MALE,RENT,1,BAD
4023,38,MALE,OWNED,5,GOOD
4024,39,MALE,OWNED,2,GOOD
4025,31,FEMALE,PARENTS,4,BAD
4026,32,MALE,RENT,3,BAD
4027,36,MALE,OWNED,5,BAD
4028,28,FEMALE,PARENTS,0,GOOD
4029,29,FEMALE,PARENTS,1,GOOD
4030,34,FEMALE,RENT,0,GOOD
4031,39,MALE,PARENTS,0,GOOD
4032,32,MALE,OWNED,0,GOOD
4033,43,MALE,RENT,5,BAD
4034,44,MALE,PARENTS,2,BAD
4035,41,MALE,OWNED,2,GOOD
4036,29,FEMALE,RENT,3,BAD
4037,30,FEMALE,RENT,2,BAD
4038,32,FEMALE,RENT,0,GOOD
4039,32,FEMALE,OWNED,4,GOOD
4040,28,MALE,OWNED,1,BAD
4041,42,FEMALE,PARENTS,3,GOOD
4042,28,MALE,RENT,0,GOOD
4043,45,FEMALE,RENT,2,BAD
4044,44,MALE,RENT,5,BAD
4045,39,FEMALE,OWNED,1,GOOD
4046,33,MALE,PARENTS,0,GOOD
4047,39,FEMALE,OWNED,4,GOOD
4048,37,MALE,OWNED,3,GOOD
4049,27,MALE,RENT,0,BAD
4050,30,FEMALE,OWNED,0,GOOD
4051,30,FEMALE,RENT,1,BAD
4052,31,FEMALE,OWNED,5,GOOD
4053,32,MALE,OWNED,2,GOOD
4054,32,FEMALE,OTHERS,2,GOOD
4055,38,FEMALE,RENT,1,GOOD
4056,34,FEMALE,OTHERS,5,BAD
4057,33,FEMALE,PARENTS,5,BAD
4058,48,FEMALE,OWNED,3,GOOD
4059,40,FEMALE,RENT,4,BAD
4060,27,MALE,PARENTS,0,GOOD
4061,31,FEMALE,RENT,3,BAD
4062,28,FEMALE,OWNED,0,GOOD
4063,34,MALE,OWNED,5,BAD
4064,43,MALE,OWNED,2,BAD
4065,34,MALE,OWNED,5,GOOD
4066,29,FEMALE,OWNED,1,GOOD
4067,30,MALE,OWNED,4,GOOD
4068,38,FEMALE,OTHERS,1,GOOD
4069,38,MALE,RENT,0,GOOD
4070,29,MALE,OWNED,4,BAD
4071,38,FEMALE,OWNED,4,GOOD
4072,30,MALE,OWNED,0,GOOD
4073,22,FEMALE,PARENTS,0,GOOD
4074,37,MALE,OWNED,1,GOOD
4075,32,FEMALE,OWNED,2,GOOD
4076,33,FEMALE,OTHERS,1,GOOD
4077,40,FEMALE,OWNED,5,GOOD
4078,30,FEMALE,RENT,3,GOOD
4079,32,MALE,OTHERS,2,GOOD
4080,36,FEMALE,RENT,1,BAD
4081,36,FEMALE,RENT,3,BAD
4082,40,MALE,PARENTS,3,BAD
4083,37,FEMALE,RENT,0,BAD
4084,27,FEMALE,OTHERS,4,GOOD
4085,33,FEMALE,OWNED,0,GOOD
4086,32,FEMALE,PARENTS,1,GOOD
4087,27,MALE,RENT,0,GOOD
4088,30,FEMALE,OWNED,5,GOOD
4089,34,MALE,OTHERS,4,BAD
4090,23,MALE,PARENTS,1,GOOD
4091,42,FEMALE,PARENTS,5,GOOD
4092,30,MALE,OTHERS,0,GOOD
4093,31,MALE,OWNED,1,GOOD
4094,31,MALE,OWNED,1,GOOD
4095,31,MALE,OWNED,5,BAD
4096,36,MALE,OWNED,3,GOOD
4097,31,MALE,OWNED,0,GOOD
4098,34,MALE,OTHERS,4,GOOD
4099,41,FEMALE,RENT,5,GOOD
4100,38,FEMALE,PARENTS,1,GOOD
4101,44,MALE,OWNED,4,GOOD
4102,30,FEMALE,OTHERS,4,BAD
4103,41,MALE,RENT,2,BAD
4104,34,MALE,PARENTS,5,BAD
4105,39,FEMALE,OWNED,2,GOOD
4106,41,FEMALE,RENT,2,BAD
4107,36,MALE,RENT,0,GOOD
4108,46,FEMALE,RENT,0,GOOD
4109,30,FEMALE,RENT,5,BAD
4110,28,FEMALE,OWNED,0,GOOD
4111,27,MALE,RENT,1,BAD
4112,26,MALE,OWNED,0,GOOD
4113,47,FEMALE,RENT,1,GOOD
4114,45,MALE,OWNED,1,GOOD
4115,32,MALE,OWNED,4,GOOD
4116,41,FEMALE,OTHERS,5,BAD
4117,27,MALE,OTHERS,1,GOOD
4118,30,FEMALE,OWNED,0,GOOD
4119,31,FEMALE,RENT,3,BAD
4120,37,MALE,OTHERS,2,GOOD
4121,46,MALE,OTHERS,3,BAD
4122,29,MALE,OWNED,0,GOOD
4123,38,FEMALE,OTHERS,2,BAD
4124,42,MALE,RENT,4,BAD
4125,31,MALE,OTHERS,4,GOOD
4126,26,MALE,OWNED,0,GOOD
4127,35,MALE,RENT,5,BAD
4128,34,MALE,RENT,3,BAD
4129,21,MALE,PARENTS,0,GOOD
4130,33,MALE,OWNED,0,BAD
4131,28,MALE,RENT,2,BAD
4132,32,MALE,OWNED,1,GOOD
4133,44,MALE,OWNED,5,GOOD
4134,26,FEMALE,OWNED,1,GOOD
4135,34,MALE,OWNED,4,GOOD
4136,50,FEMALE,OWNED,4,GOOD
4137,35,FEMALE,OWNED,3,GOOD
4138,14,MALE,PARENTS,1,BAD
4139,32,MALE,OWNED,5,GOOD
4140,41,MALE,OWNED,0,GOOD
4141,39,MALE,OWNED,2,GOOD
4142,41,MALE,RENT,5,BAD
4143,37,MALE,OWNED,3,GOOD
4144,37,FEMALE,OWNED,1,GOOD
4145,38,MALE,OWNED,0,GOOD
4146,44,FEMALE,PARENTS,1,GOOD
4147,38,MALE,OWNED,3,GOOD
4148,37,FEMALE,RENT,4,GOOD
4149,28,MALE,OWNED,1,GOOD
4150,32,MALE,OWNED,4,GOOD
4151,42,MALE,RENT,0,GOOD
4152,30,MALE,PARENTS,0,GOOD
4153,41,FEMALE,PARENTS,0,GOOD
4154,40,FEMALE,OWNED,2,GOOD
4155,27,MALE,OTHERS,1,BAD
4156,38,FEMALE,OTHERS,0,BAD
4157,39,MALE,RENT,2,BAD
4158,49,FEMALE,OWNED,0,GOOD
4159,36,MALE,RENT,3,GOOD
4160,40,FEMALE,OWNED,3,GOOD
4161,39,FEMALE,OWNED,5,BAD
4162,32,FEMALE,OWNED,3,GOOD
4163,37,MALE,OTHERS,5,BAD
4164,34,FEMALE,OWNED,3,GOOD
4165,44,FEMALE,RENT,1,GOOD
4166,30,MALE,OTHERS,1,BAD
4167,37,FEMALE,OTHERS,5,BAD
4168,38,FEMALE,RENT,3,GOOD
4169,32,FEMALE,OWNED,3,GOOD
4170,30,MALE,RENT,4,BAD
4171,31,MALE,OWNED,1,GOOD
4172,46,FEMALE,OWNED,1,GOOD
4173,42,MALE,OWNED,5,BAD
4174,53,FEMALE,OWNED,3,GOOD
4175,35,MALE,PARENTS,1,GOOD
4176,37,MALE,OWNED,4,BAD
4177,38,FEMALE,OWNED,1,GOOD
4178,31,FEMALE,RENT,1,GOOD
4179,34,MALE,OTHERS,0,BAD
4180,31,FEMALE,OWNED,4,GOOD
4181,38,MALE,OWNED,0,GOOD
4182,34,FEMALE,OWNED,3,GOOD
4183,37,MALE,OWNED,2,GOOD
4184,44,FEMALE,OWNED,0,GOOD
4185,34,FEMALE,RENT,4,BAD
4186,47,FEMALE,OWNED,5,GOOD
4187,36,FEMALE,OTHERS,1,GOOD
4188,35,FEMALE,RENT,1,GOOD
4189,27,MALE,OWNED,1,BAD
4190,40,FEMALE,OWNED,2,GOOD
4191,22,FEMALE,PARENTS,0,GOOD
4192,38,MALE,OWNED,3,GOOD
4193,33,MALE,RENT,1,GOOD
4194,39,MALE,OTHERS,0,GOOD
4195,36,MALE,OWNED,0,GOOD
4196,33,FEMALE,OWNED,3,GOOD
4197,39,MALE,OWNED,5,BAD
4198,31,MALE,OTHERS,0,GOOD
4199,37,FEMALE,OWNED,0,GOOD
4200,32,MALE,OWNED,1,GOOD
4201,29,MALE,PARENTS,4,BAD
4202,24,MALE,PARENTS,4,GOOD
4203,26,MALE,OWNED,1,BAD
4204,36,MALE,OWNED,2,GOOD
4205,30,MALE,OTHERS,5,BAD
4206,42,MALE,RENT,5,BAD
4207,30,MALE,OWNED,0,GOOD
4208,35,MALE,RENT,4,BAD
4209,45,MALE,PARENTS,3,GOOD
4210,37,MALE,RENT,3,BAD
4211,34,MALE,OWNED,5,BAD
4212,32,FEMALE,RENT,4,BAD
4213,36,FEMALE,OWNED,2,GOOD
4214,29,MALE,OWNED,3,BAD
4215,30,MALE,OWNED,2,GOOD
4216,39,FEMALE,OWNED,4,GOOD
4217,42,FEMALE,PARENTS,3,GOOD
4218,35,MALE,OWNED,3,GOOD
4219,40,FEMALE,OWNED,5,BAD
4220,30,MALE,OTHERS,4,GOOD
4221,27,MALE,OTHERS,0,GOOD
4222,29,FEMALE,RENT,0,GOOD
4223,35,FEMALE,OWNED,4,GOOD
4224,42,MALE,OTHERS,5,BAD
4225,22,FEMALE,OTHERS,0,GOOD
4226,35,FEMALE,OWNED,3,GOOD
4227,31,MALE,OWNED,4,BAD
4228,34,MALE,OWNED,0,GOOD
4229,42,FEMALE,OWNED,0,GOOD
4230,31,MALE,RENT,3,BAD
4231,37,FEMALE,RENT,5,BAD
4232,31,MALE,RENT,5,BAD
4233,32,MALE,RENT,0,BAD
4234,34,FEMALE,OTHERS,0,GOOD
4235,28,MALE,OWNED,0,BAD
4236,32,FEMALE,RENT,3,BAD
4237,33,FEMALE,OWNED,4,GOOD
4238,37,MALE,OWNED,0,GOOD
4239,40,FEMALE,RENT,4,BAD
4240,38,MALE,OWNED,1,GOOD
4241,29,FEMALE,OWNED,1,GOOD
4242,24,MALE,OWNED,1,BAD
4243,47,FEMALE,OWNED,1,GOOD
4244,41,FEMALE,OWNED,3,GOOD
4245,34,MALE,RENT,5,BAD
4246,32,FEMALE,OWNED,3,GOOD
4247,31,MALE,RENT,5,BAD
4248,42,MALE,OWNED,2,GOOD
4249,40,MALE,OWNED,0,GOOD
4250,38,FEMALE,OWNED,2,GOOD
4251,39,MALE,OTHERS,3,BAD
4252,35,MALE,OWNED,2,GOOD
4253,31,FEMALE,OWNED,3,GOOD
4254,29,FEMALE,OWNED,0,GOOD
4255,34,FEMALE,OWNED,2,GOOD
4256,40,MALE,OWNED,4,GOOD
4257,37,FEMALE,OWNED,0,GOOD
4258,38,MALE,RENT,1,BAD
4259,38,MALE,OWNED,4,GOOD
4260,45,FEMALE,RENT,1,GOOD
4261,32,MALE,OWNED,4,BAD
4262,28,FEMALE,OWNED,4,GOOD
4263,44,MALE,RENT,0,GOOD
4264,33,MALE,OWNED,2,GOOD
4265,28,MALE,RENT,1,BAD
4266,49,FEMALE,OWNED,4,GOOD
4267,36,FEMALE,RENT,4,BAD
4268,40,MALE,OWNED,2,GOOD
4269,33,MALE,RENT,5,BAD
4270,37,FEMALE,RENT,3,GOOD
4271,32,MALE,OTHERS,1,GOOD
4272,41,FEMALE,OWNED,1,GOOD
4273,38,FEMALE,OWNED,0,GOOD
4274,23,MALE,OTHERS,1,BAD
4275,36,FEMALE,RENT,3,BAD
4276,38,MALE,RENT,0,GOOD
4277,26,FEMALE,OWNED,0,GOOD
4278,26,MALE,OWNED,3,GOOD
4279,43,FEMALE,RENT,1,GOOD
4280,36,MALE,OWNED,0,GOOD
4281,35,MALE,OWNED,5,GOOD
4282,32,FEMALE,RENT,0,BAD
4283,33,FEMALE,OWNED,0,GOOD
4284,34,MALE,OWNED,0,GOOD
4285,30,FEMALE,RENT,0,GOOD
4286,45,FEMALE,RENT,1,GOOD
4287,41,FEMALE,RENT,4,GOOD
4288,31,MALE,OWNED,0,BAD
4289,42,MALE,OWNED,5,GOOD
4290,30,MALE,RENT,0,BAD
4291,35,MALE,OWNED,4,BAD
4292,32,MALE,RENT,0,BAD
4293,27,MALE,OTHERS,1,BAD
4294,30,FEMALE,RENT,3,GOOD
4295,41,FEMALE,OTHERS,3,GOOD
4296,40,MALE,RENT,2,BAD
4297,40,MALE,PARENTS,4,BAD
4298,31,MALE,OWNED,4,GOOD
4299,29,FEMALE,OTHERS,0,GOOD
4300,38,MALE,OWNED,0,GOOD
4301,31,MALE,OWNED,5,GOOD
4302,39,FEMALE,RENT,1,GOOD
4303,38,FEMALE,PARENTS,0,GOOD
4304,28,FEMALE,OWNED,4,GOOD
4305,31,MALE,OWNED,5,GOOD
4306,26,MALE,RENT,0,GOOD
4307,35,MALE,OTHERS,2,GOOD
4308,29,FEMALE,OWNED,1,GOOD
4309,39,MALE,RENT,2,GOOD
4310,31,MALE,RENT,3,BAD
4311,29,MALE,OWNED,1,GOOD
4312,39,MALE,RENT,5,BAD
4313,31,MALE,OTHERS,0,GOOD
4314,46,FEMALE,OWNED,4,GOOD
4315,47,FEMALE,OWNED,0,GOOD
4316,37,FEMALE,RENT,1,BAD
4317,36,MALE,RENT,2,BAD
4318,36,FEMALE,RENT,4,GOOD
4319,40,MALE,OTHERS,0,BAD
4320,49,FEMALE,OWNED,1,GOOD
4321,36,MALE,OWNED,3,GOOD
4322,49,MALE,OWNED,5,GOOD
4323,36,MALE,PARENTS,4,BAD
4324,28,FEMALE,OWNED,0,GOOD
4325,30,MALE,OWNED,1,GOOD
4326,34,FEMALE,RENT,5,GOOD
4327,32,FEMALE,OWNED,3,GOOD
4328,38,FEMALE,OWNED,4,GOOD
4329,33,MALE,OTHERS,1,BAD
4330,36,MALE,PARENTS,5,BAD
4331,28,FEMALE,RENT,4,BAD
4332,31,MALE,PARENTS,2,GOOD
4333,39,MALE,OWNED,3,BAD
4334,24,MALE,RENT,0,BAD
4335,19,FEMALE,PARENTS,2,GOOD
4336,31,FEMALE,RENT,0,BAD
4337,39,MALE,OWNED,1,GOOD
4338,33,MALE,OWNED,1,GOOD
4339,40,FEMALE,OWNED,0,GOOD
4340,35,MALE,OWNED,3,GOOD
4341,37,FEMALE,RENT,4,BAD
4342,31,MALE,RENT,5,BAD
4343,40,FEMALE,PARENTS,0,GOOD
4344,37,MALE,RENT,3,BAD
4345,36,FEMALE,OWNED,0,GOOD
4346,29,MALE,OWNED,2,GOOD
4347,28,MALE,OTHERS,1,BAD
4348,38,MALE,OWNED,4,GOOD
4349,33,MALE,OWNED,4,BAD
4350,40,FEMALE,OWNED,4,GOOD
4351,34,MALE,OWNED,2,BAD
4352,33,FEMALE,RENT,5,BAD
4353,32,MALE,OWNED,3,GOOD
4354,30,FEMALE,OWNED,0,GOOD
4355,40,MALE,RENT,5,BAD
4356,30,FEMALE,OWNED,2,GOOD
4357,29,MALE,OWNED,2,GOOD
4358,32,MALE,OTHERS,0,GOOD
4359,23,FEMALE,PARENTS,0,GOOD
4360,38,FEMALE,RENT,5,GOOD
4361,29,MALE,RENT,0,BAD
4362,19,FEMALE,OWNED,0,BAD
4363,27,MALE,RENT,1,BAD
4364,49,MALE,OTHERS,4,BAD
4365,32,FEMALE,OWNED,4,GOOD
4366,37,FEMALE,RENT,4,GOOD
4367,35,MALE,OTHERS,4,BAD
4368,31,MALE,OTHERS,5,GOOD
4369,38,FEMALE,OWNED,1,GOOD
4370,33,MALE,OTHERS,0,GOOD
4371,44,MALE,OWNED,3,GOOD
4372,31,FEMALE,OWNED,4,GOOD
4373,30,FEMALE,OWNED,4,BAD
4374,36,MALE,OWNED,2,GOOD
4375,32,MALE,RENT,0,BAD
4376,33,MALE,OWNED,3,GOOD
4377,34,FEMALE,OWNED,0,GOOD
4378,30,FEMALE,OWNED,0,GOOD
4379,33,MALE,OWNED,0,GOOD
4380,36,FEMALE,OWNED,3,GOOD
4381,39,MALE,RENT,2,GOOD
4382,31,MALE,PARENTS,4,BAD
4383,46,FEMALE,OWNED,0,GOOD
4384,34,FEMALE,OWNED,5,GOOD
4385,39,MALE,RENT,2,BAD
4386,47,FEMALE,OWNED,5,GOOD
4387,32,MALE,RENT,2,GOOD
4388,34,MALE,OTHERS,1,BAD
4389,23,MALE,PARENTS,1,BAD
4390,26,MALE,OWNED,0,BAD
4391,39,MALE,RENT,3,GOOD
4392,41,MALE,OTHERS,1,GOOD
4393,41,MALE,OWNED,2,GOOD
4394,36,FEMALE,OWNED,4,GOOD
4395,35,MALE,OWNED,0,GOOD
4396,28,MALE,OWNED,0,GOOD
4397,27,MALE,OWNED,0,GOOD
4398,44,MALE,RENT,3,BAD
4399,32,FEMALE,RENT,3,GOOD
4400,32,MALE,RENT,4,BAD
4401,34,FEMALE,RENT,4,GOOD
4402,38,MALE,OWNED,2,GOOD
4403,43,MALE,OWNED,0,GOOD
4404,32,FEMALE,OWNED,0,GOOD
4405,37,FEMALE,OWNED,4,GOOD
4406,38,MALE,RENT,2,GOOD
4407,38,FEMALE,RENT,0,GOOD
4408,30,MALE,OTHERS,5,BAD
4409,25,FEMALE,PARENTS,0,GOOD
4410,32,FEMALE,OTHERS,1,GOOD
4411,33,FEMALE,OWNED,0,GOOD
4412,40,MALE,OTHERS,1,GOOD
4413,33,MALE,RENT,4,BAD
4414,20,FEMALE,PARENTS,1,BAD
4415,38,FEMALE,RENT,3,BAD
4416,38,MALE,PARENTS,5,GOOD
4417,37,MALE,RENT,2,BAD
4418,30,MALE,OWNED,2,GOOD
4419,32,FEMALE,OWNED,5,GOOD
4420,28,MALE,OWNED,4,GOOD
4421,30,MALE,OWNED,2,BAD
4422,38,FEMALE,OWNED,5,GOOD
4423,41,FEMALE,PARENTS,5,GOOD
4424,37,FEMALE,RENT,4,BAD
4425,40,FEMALE,OWNED,0,GOOD
4426,35,MALE,OWNED,2,GOOD
4427,39,FEMALE,RENT,1,GOOD
4428,39,MALE,RENT,0,GOOD
4429,31,FEMALE,PARENTS,1,GOOD
4430,28,FEMALE,RENT,1,BAD
4431,43,MALE,OWNED,1,GOOD
4432,35,FEMALE,RENT,3,GOOD
4433,40,MALE,OWNED,3,GOOD
4434,35,FEMALE,OTHERS,0,GOOD
4435,27,FEMALE,OWNED,0,GOOD
4436,35,FEMALE,PARENTS,5,BAD
4437,33,MALE,RENT,2,BAD
4438,49,MALE,OWNED,3,GOOD
4439,35,FEMALE,RENT,5,BAD
4440,37,FEMALE,OWNED,4,GOOD
4441,31,MALE,OTHERS,1,GOOD
4442,43,MALE,OWNED,0,GOOD
4443,30,FEMALE,OWNED,3,GOOD
4444,47,FEMALE,OWNED,1,GOOD
4445,33,MALE,OTHERS,3,BAD
4446,25,FEMALE,PARENTS,0,GOOD
4447,34,MALE,OWNED,3,GOOD
4448,24,FEMALE,OWNED,1,GOOD
4449,48,MALE,OWNED,2,GOOD
4450,40,FEMALE,OWNED,2,GOOD
4451,32,MALE,RENT,0,BAD
4452,46,FEMALE,OWNED,0,GOOD
4453,37,FEMALE,OWNED,5,GOOD
4454,37,FEMALE,OWNED,5,GOOD
4455,25,FEMALE,OWNED,1,GOOD
4456,36,MALE,OWNED,3,GOOD
4457,34,MALE,OWNED,1,GOOD
4458,29,FEMALE,OWNED,0,GOOD
4459,39,MALE,OWNED,4,GOOD
4460,33,MALE,RENT,2,BAD
4461,36,FEMALE,RENT,2,GOOD
4462,34,MALE,OWNED,3,BAD
4463,37,FEMALE,OWNED,1,GOOD
4464,24,FEMALE,PARENTS,0,GOOD
4465,31,FEMALE,OWNED,1,GOOD
4466,32,FEMALE,OWNED,1,GOOD
4467,39,FEMALE,OWNED,2,GOOD
4468,38,MALE,OWNED,4,GOOD
4469,39,MALE,OWNED,4,GOOD
4470,32,MALE,OTHERS,4,BAD
4471,31,FEMALE,OTHERS,3,BAD
4472,37,FEMALE,OWNED,3,GOOD
4473,42,MALE,OTHERS,5,BAD
4474,33,MALE,PARENTS,2,BAD
4475,39,MALE,OTHERS,3,GOOD
4476,48,MALE,RENT,2,GOOD
4477,35,MALE,RENT,0,GOOD
4478,35,MALE,RENT,2,GOOD
4479,31,FEMALE,OWNED,0,GOOD
4480,36,MALE,RENT,3,GOOD
4481,34,FEMALE,OWNED,4,GOOD
4482,41,FEMALE,OWNED,0,GOOD
4483,31,MALE,RENT,5,BAD
4484,45,FEMALE,OWNED,5,GOOD
4485,33,FEMALE,RENT,4,GOOD
4486,24,MALE,OTHERS,1,BAD
4487,34,MALE,OWNED,5,BAD
4488,28,FEMALE,RENT,5,BAD
4489,42,MALE,OWNED,5,GOOD
4490,48,FEMALE,OWNED,3,GOOD
4491,38,MALE,OWNED,0,GOOD
4492,31,FEMALE,RENT,0,GOOD
4493,37,MALE,RENT,3,BAD
4494,38,FEMALE,RENT,0,GOOD
4495,31,MALE,OWNED,3,BAD
4496,36,MALE,OWNED,2,GOOD
4497,32,MALE,OWNED,2,BAD
4498,39,FEMALE,OTHERS,5,GOOD
4499,48,FEMALE,RENT,1,GOOD
4500,35,MALE,OWNED,3,GOOD
4501,36,FEMALE,OWNED,2,GOOD
4502,38,FEMALE,RENT,1,GOOD
4503,38,FEMALE,RENT,2,GOOD
4504,28,FEMALE,OWNED,1,GOOD
4505,36,MALE,OWNED,3,GOOD
4506,32,FEMALE,OWNED,3,GOOD
4507,38,MALE,RENT,3,BAD
4508,42,FEMALE,RENT,0,GOOD
4509,37,MALE,OWNED,3,GOOD
4510,38,FEMALE,RENT,3,BAD
4511,46,FEMALE,OWNED,3,GOOD
4512,32,MALE,OWNED,1,GOOD
4513,34,FEMALE,OTHERS,0,GOOD
4514,45,MALE,OWNED,5,GOOD
4515,36,MALE,OWNED,3,BAD
4516,33,MALE,PARENTS,4,BAD
4517,31,FEMALE,OWNED,2,GOOD
4518,30,MALE,OWNED,0,GOOD
4519,37,MALE,OWNED,3,GOOD
4520,33,MALE,OWNED,1,GOOD
4521,32,MALE,RENT,3,BAD
4522,44,MALE,RENT,1,BAD
4523,37,FEMALE,RENT,2,GOOD
4524,42,MALE,OTHERS,0,GOOD
4525,50,MALE,RENT,1,BAD
4526,29,MALE,OTHERS,1,BAD
4527,39,FEMALE,OWNED,3,GOOD
4528,25,MALE,PARENTS,1,BAD
4529,29,MALE,PARENTS,0,GOOD
4530,30,MALE,RENT,5,BAD
4531,38,MALE,RENT,4,BAD
4532,22,MALE,PARENTS,1,BAD
4533,32,MALE,OWNED,5,GOOD
4534,34,FEMALE,OWNED,0,GOOD
4535,36,MALE,OWNED,5,GOOD
4536,37,FEMALE,OWNED,2,GOOD
4537,27,FEMALE,OWNED,0,GOOD
4538,24,MALE,OWNED,0,GOOD
4539,29,MALE,OTHERS,1,GOOD
4540,33,FEMALE,RENT,1,GOOD
4541,38,MALE,OWNED,1,GOOD
4542,34,FEMALE,RENT,1,BAD
4543,31,FEMALE,RENT,3,BAD
4544,35,MALE,OWNED,0,GOOD
4545,30,MALE,RENT,2,BAD
4546,21,MALE,OWNED,1,GOOD
4547,24,MALE,OWNED,1,GOOD
4548,33,FEMALE,PARENTS,0,GOOD
4549,31,MALE,OTHERS,3,BAD
4550,33,MALE,PARENTS,1,BAD
4551,39,FEMALE,OWNED,2,GOOD
4552,40,FEMALE,RENT,4,BAD
4553,36,MALE,OWNED,2,GOOD
4554,33,FEMALE,RENT,1,BAD
4555,35,FEMALE,PARENTS,3,BAD
4556,33,MALE,RENT,4,BAD
4557,30,FEMALE,PARENTS,0,GOOD
4558,32,FEMALE,OWNED,1,GOOD
4559,40,MALE,OWNED,2,BAD
4560,32,MALE,RENT,3,BAD
4561,47,MALE,OTHERS,3,BAD
4562,34,FEMALE,OWNED,1,GOOD
4563,46,MALE,OWNED,1,GOOD
4564,20,FEMALE,OTHERS,1,BAD
4565,22,MALE,PARENTS,5,BAD
4566,41,FEMALE,OWNED,5,GOOD
4567,32,MALE,OTHERS,5,BAD
4568,32,FEMALE,RENT,4,GOOD
4569,40,FEMALE,OWNED,2,GOOD
4570,32,MALE,OWNED,1,GOOD
4571,36,FEMALE,OWNED,3,GOOD
4572,38,FEMALE,OWNED,0,GOOD
4573,29,FEMALE,OWNED,3,GOOD
4574,36,MALE,OWNED,2,BAD
4575,27,MALE,OTHERS,0,BAD
4576,39,FEMALE,RENT,1,GOOD
4577,30,MALE,PARENTS,1,BAD
4578,27,FEMALE,OWNED,0,GOOD
4579,29,MALE,OWNED,0,GOOD
4580,43,MALE,RENT,3,BAD
4581,24,MALE,OTHERS,0,BAD
4582,43,MALE,OWNED,4,BAD
4583,36,FEMALE,OWNED,5,GOOD
4584,36,MALE,RENT,5,BAD
4585,39,MALE,OWNED,1,GOOD
4586,31,MALE,RENT,3,BAD
4587,27,FEMALE,RENT,1,GOOD
4588,33,FEMALE,OWNED,2,GOOD
4589,41,MALE,PARENTS,2,GOOD
4590,45,MALE,OWNED,2,GOOD
4591,39,FEMALE,RENT,1,GOOD
4592,37,FEMALE,OWNED,1,GOOD
4593,41,FEMALE,RENT,2,GOOD
4594,32,MALE,OWNED,2,GOOD
4595,34,MALE,OWNED,1,GOOD
4596,43,MALE,OWNED,5,GOOD
4597,38,MALE,OWNED,3,GOOD
4598,25,MALE,RENT,0,BAD
4599,30,MALE,OWNED,4,GOOD
4600,37,FEMALE,RENT,1,GOOD
4601,34,MALE,OWNED,1,GOOD
4602,31,FEMALE,OWNED,4,GOOD
4603,31,MALE,OWNED,0,GOOD
4604,31,MALE,PARENTS,0,BAD
4605,42,MALE,OWNED,1,GOOD
4606,29,MALE,OWNED,1,GOOD
4607,28,FEMALE,OWNED,3,GOOD
4608,28,FEMALE,OWNED,0,GOOD
4609,33,FEMALE,OWNED,3,GOOD
4610,30,FEMALE,OWNED,1,GOOD
4611,42,FEMALE,OTHERS,1,BAD
4612,40,MALE,RENT,2,GOOD
4613,33,FEMALE,RENT,4,BAD
4614,30,MALE,RENT,5,BAD
4615,35,FEMALE,RENT,0,GOOD
4616,44,FEMALE,RENT,4,BAD
4617,30,FEMALE,OTHERS,1,GOOD
4618,38,MALE,PARENTS,5,GOOD
4619,45,FEMALE,RENT,1,GOOD
4620,36,MALE,OWNED,5,GOOD
4621,31,MALE,OTHERS,1,GOOD
4622,39,MALE,OWNED,2,GOOD
4623,35,MALE,OWNED,4,GOOD
4624,36,MALE,OWNED,4,BAD
4625,27,MALE,OWNED,1,GOOD
4626,35,MALE,OTHERS,0,GOOD
4627,37,FEMALE,OWNED,1,GOOD
4628,35,FEMALE,RENT,4,GOOD
4629,40,MALE,RENT,1,BAD
4630,36,MALE,OTHERS,4,BAD
4631,34,MALE,RENT,0,GOOD
4632,38,MALE,OWNED,2,GOOD
4633,38,FEMALE,RENT,0,GOOD
4634,29,FEMALE,OWNED,4,GOOD
4635,46,FEMALE,RENT,2,BAD
4636,33,MALE,OTHERS,3,GOOD
4637,37,MALE,OWNED,0,BAD
4638,28,MALE,RENT,5,BAD
4639,44,MALE,OWNED,1,GOOD
4640,39,FEMALE,RENT,0,BAD
4641,34,MALE,OWNED,0,GOOD
4642,35,FEMALE,RENT,4,BAD
4643,39,MALE,RENT,2,GOOD
4644,37,MALE,OWNED,0,GOOD
4645,47,FEMALE,OWNED,5,GOOD
4646,27,FEMALE,RENT,1,GOOD
4647,37,FEMALE,OWNED,2,GOOD
4648,27,MALE,RENT,1,GOOD
4649,33,MALE,RENT,0,GOOD
4650,34,FEMALE,OWNED,2,GOOD
4651,26,MALE,OWNED,1,GOOD
4652,26,FEMALE,OWNED,1,GOOD
4653,38,MALE,RENT,3,GOOD
4654,51,MALE,RENT,4,GOOD
4655,25,FEMALE,OWNED,0,GOOD
4656,44,FEMALE,RENT,5,BAD
4657,39,FEMALE,OWNED,0,GOOD
4658,46,FEMALE,OWNED,5,GOOD
4659,48,MALE,OWNED,0,GOOD
4660,42,FEMALE,RENT,1,GOOD
4661,38,MALE,OWNED,5,GOOD
4662,43,FEMALE,OWNED,2,GOOD
4663,34,FEMALE,OWNED,2,GOOD
4664,29,FEMALE,RENT,1,BAD
