ID,Age,Gender,Residence.Ownership,number.of.dependants,status
4550,37,FEMALE,OWNED,5,GOOD
4551,33,FEMALE,OTHERS,3,BAD
4552,33,FEMALE,RENT,4,BAD
4553,39,MALE,OWNED,2,GOOD
4554,37,FEMALE,OWNED,2,GOOD
4555,36,MALE,OTHERS,1,BAD
4556,36,MALE,RENT,3,BAD
4557,31,MALE,OWNED,0,GOOD
4558,40,FEMALE,RENT,4,BAD
4559,45,MALE,OWNED,0,GOOD
4560,28,MALE,OWNED,0,GOOD
4561,22,MALE,PARENTS,0,BAD
4562,44,MALE,OWNED,3,GOOD
4563,32,MALE,RENT,1,BAD
4564,27,FEMALE,RENT,0,GOOD
4565,41,FEMALE,OWNED,1,GOOD
4566,31,MALE,OTHERS,4,BAD
4567,30,MALE,PARENTS,0,GOOD
4568,33,FEMALE,RENT,4,BAD
4569,40,FEMALE,OWNED,1,GOOD
4570,39,FEMALE,OWNED,3,GOOD
4571,36,MALE,RENT,2,GOOD
4572,27,MALE,OWNED,0,GOOD
4573,36,FEMALE,RENT,5,BAD
4574,42,MALE,OWNED,0,GOOD
4575,57,MALE,OTHERS,3,GOOD
4576,34,FEMALE,RENT,0,GOOD
4577,32,FEMALE,OTHERS,5,GOOD
4578,47,MALE,OWNED,5,GOOD
4579,38,FEMALE,RENT,1,GOOD
4580,34,MALE,OWNED,1,GOOD
4581,33,MALE,OTHERS,4,GOOD
4582,24,MALE,OWNED,0,GOOD
4583,38,MALE,RENT,5,BAD
4584,34,FEMALE,PARENTS,1,GOOD
4585,33,MALE,RENT,5,BAD
4586,34,MALE,RENT,3,BAD
4587,31,FEMALE,OWNED,2,GOOD
4588,39,FEMALE,RENT,2,GOOD
4589,30,MALE,OWNED,1,BAD
4590,33,MALE,OWNED,5,GOOD
4591,37,MALE,OWNED,2,GOOD
4592,31,MALE,RENT,3,BAD
4593,36,FEMALE,OTHERS,4,BAD
4594,34,FEMALE,RENT,3,GOOD
4595,40,FEMALE,OWNED,1,GOOD
4596,38,MALE,RENT,3,BAD
4597,34,MALE,OWNED,2,GOOD
4598,43,FEMALE,RENT,1,BAD
4599,29,MALE,OTHERS,1,BAD
4600,42,FEMALE,OWNED,1,GOOD
4601,34,MALE,OWNED,2,GOOD
4602,33,FEMALE,OWNED,0,GOOD
4603,24,FEMALE,PARENTS,1,GOOD
4604,35,FEMALE,OWNED,5,GOOD
4605,40,MALE,OWNED,0,GOOD
4606,39,MALE,OWNED,3,GOOD
4607,43,MALE,OWNED,1,GOOD
4608,27,MALE,OWNED,0,GOOD
4609,37,MALE,OWNED,0,GOOD
4610,35,FEMALE,OWNED,5,GOOD
4611,34,FEMALE,RENT,5,GOOD
4612,33,FEMALE,OWNED,0,GOOD
4613,39,MALE,RENT,2,BAD
4614,40,MALE,OWNED,0,GOOD
4615,48,MALE,RENT,5,BAD
4616,35,MALE,OWNED,1,GOOD
4617,33,MALE,RENT,5,BAD
4618,31,FEMALE,OWNED,3,GOOD
4619,30,MALE,RENT,5,BAD
4620,49,MALE,OWNED,2,GOOD
4621,39,FEMALE,OWNED,2,GOOD
4622,30,MALE,PARENTS,0,BAD
4623,26,MALE,OWNED,0,GOOD
4624,32,MALE,OTHERS,1,GOOD
4625,38,MALE,OWNED,3,BAD
4626,34,FEMALE,RENT,0,GOOD
4627,34,MALE,RENT,2,BAD
4628,33,MALE,OWNED,3,GOOD
4629,41,MALE,OWNED,2,GOOD
4630,38,FEMALE,OTHERS,3,GOOD
4631,32,MALE,OTHERS,4,BAD
4632,31,FEMALE,RENT,2,BAD
4633,37,FEMALE,OWNED,4,GOOD
4634,31,MALE,OTHERS,1,BAD
4635,29,MALE,RENT,2,BAD
4636,31,MALE,OWNED,2,GOOD
4637,35,MALE,OWNED,3,GOOD
4638,37,FEMALE,RENT,0,GOOD
4639,33,MALE,PARENTS,5,BAD
4640,26,FEMALE,OWNED,3,GOOD
4641,35,MALE,OWNED,0,GOOD
4642,40,FEMALE,OWNED,3,GOOD
4643,37,MALE,RENT,3,GOOD
4644,49,FEMALE,RENT,5,BAD
4645,31,FEMALE,OTHERS,2,GOOD
4646,28,FEMALE,PARENTS,1,GOOD
4647,32,FEMALE,OTHERS,0,GOOD
4648,28,MALE,OWNED,0,BAD
4649,41,FEMALE,OWNED,4,GOOD
4650,43,FEMALE,OWNED,5,GOOD
4651,25,FEMALE,OWNED,0,GOOD
4652,30,MALE,OWNED,4,GOOD
4653,40,FEMALE,OWNED,3,GOOD
4654,34,MALE,OWNED,5,BAD
4655,25,MALE,OWNED,0,GOOD
4656,38,FEMALE,OWNED,0,GOOD
4657,31,MALE,OWNED,3,GOOD
4658,28,MALE,RENT,4,BAD
4659,31,FEMALE,RENT,0,GOOD
4660,37,FEMALE,OWNED,0,GOOD
4661,31,FEMALE,PARENTS,0,BAD
4662,37,FEMALE,OWNED,4,BAD
4663,34,MALE,OWNED,0,GOOD
4664,35,FEMALE,RENT,4,GOOD
4665,42,MALE,OWNED,4,GOOD
4666,38,MALE,OWNED,2,BAD
4667,35,FEMALE,RENT,5,BAD
4668,30,FEMALE,RENT,1,GOOD
4669,32,MALE,RENT,5,BAD
4670,25,FEMALE,RENT,1,BAD
4671,33,MALE,OTHERS,4,BAD
4672,39,MALE,OWNED,2,GOOD
4673,42,FEMALE,OWNED,5,GOOD
4674,30,MALE,RENT,3,BAD
4675,26,FEMALE,RENT,1,BAD
4676,43,MALE,PARENTS,2,BAD
4677,40,FEMALE,RENT,0,GOOD
4678,34,MALE,OWNED,1,GOOD
4679,35,FEMALE,OWNED,0,GOOD
4680,22,FEMALE,PARENTS,0,GOOD
4681,34,FEMALE,OWNED,2,GOOD
4682,32,MALE,RENT,2,BAD
4683,36,MALE,OWNED,3,GOOD
4684,31,MALE,OWNED,5,BAD
4685,28,MALE,OTHERS,4,GOOD
4686,30,MALE,OWNED,3,BAD
4687,34,FEMALE,PARENTS,0,GOOD
4688,40,MALE,OTHERS,4,BAD
4689,40,MALE,OWNED,5,GOOD
4690,31,FEMALE,RENT,4,GOOD
4691,44,MALE,OTHERS,4,BAD
4692,43,FEMALE,PARENTS,1,GOOD
4693,31,MALE,OTHERS,1,GOOD
4694,45,MALE,OTHERS,1,GOOD
4695,33,MALE,OWNED,5,BAD
4696,31,MALE,OWNED,4,BAD
4697,38,FEMALE,OWNED,3,GOOD
4698,44,MALE,OWNED,2,GOOD
4699,32,FEMALE,PARENTS,0,GOOD
4700,40,FEMALE,OWNED,1,GOOD
4701,35,FEMALE,PARENTS,0,GOOD
4702,37,MALE,OWNED,0,GOOD
4703,26,MALE,PARENTS,0,BAD
4704,25,FEMALE,OWNED,1,GOOD
4705,33,FEMALE,OTHERS,5,GOOD
4706,28,MALE,RENT,2,BAD
4707,36,FEMALE,OWNED,3,BAD
4708,30,MALE,OWNED,5,GOOD
4709,40,MALE,RENT,2,BAD
4710,36,MALE,OWNED,0,GOOD
4711,19,MALE,OWNED,1,GOOD
4712,29,FEMALE,OTHERS,0,GOOD
4713,26,FEMALE,PARENTS,1,GOOD
4714,26,MALE,OTHERS,0,BAD
4715,26,MALE,OWNED,0,GOOD
4716,38,MALE,RENT,4,BAD
4717,32,FEMALE,OTHERS,1,GOOD
4718,46,MALE,OWNED,3,GOOD
4719,30,MALE,OTHERS,2,GOOD
4720,39,MALE,RENT,2,BAD
4721,34,FEMALE,RENT,2,BAD
4722,28,MALE,OWNED,5,GOOD
4723,38,MALE,OWNED,1,GOOD
4724,31,FEMALE,OTHERS,1,BAD
4725,35,MALE,OWNED,4,GOOD
4726,30,MALE,OTHERS,4,BAD
4727,34,MALE,OWNED,0,GOOD
4728,37,FEMALE,OWNED,3,GOOD
4729,43,MALE,RENT,4,BAD
4730,34,MALE,OWNED,5,GOOD
4731,26,MALE,RENT,1,BAD
4732,33,MALE,OWNED,3,GOOD
4733,33,MALE,OWNED,4,GOOD
4734,34,FEMALE,OWNED,5,GOOD
4735,36,FEMALE,OTHERS,3,GOOD
4736,39,FEMALE,OWNED,5,GOOD
4737,25,MALE,RENT,0,GOOD
4738,35,MALE,PARENTS,1,GOOD
4739,40,MALE,OWNED,5,GOOD
4740,35,FEMALE,OWNED,4,GOOD
4741,30,MALE,RENT,0,GOOD
4742,38,FEMALE,OWNED,1,GOOD
4743,39,MALE,OWNED,1,GOOD
4744,33,MALE,OWNED,2,GOOD
4745,41,FEMALE,OWNED,4,GOOD
4746,29,MALE,OWNED,0,GOOD
4747,27,MALE,RENT,1,BAD
4748,28,MALE,RENT,0,GOOD
4749,31,MALE,RENT,5,GOOD
4750,34,MALE,OWNED,3,GOOD
4751,33,FEMALE,OWNED,0,GOOD
4752,40,MALE,OWNED,4,GOOD
4753,29,MALE,OWNED,0,GOOD
4754,33,FEMALE,OTHERS,2,GOOD
4755,44,MALE,OWNED,5,GOOD
4756,33,FEMALE,OWNED,4,GOOD
4757,34,MALE,RENT,5,BAD
4758,28,FEMALE,OWNED,1,GOOD
4759,30,FEMALE,OWNED,2,GOOD
4760,31,MALE,RENT,3,BAD
4761,35,MALE,OTHERS,1,GOOD
4762,42,MALE,OTHERS,4,BAD
4763,33,FEMALE,OWNED,4,GOOD
4764,42,FEMALE,RENT,2,GOOD
4765,36,MALE,RENT,3,BAD
4766,38,MALE,PARENTS,5,BAD
4767,39,MALE,OWNED,1,BAD
4768,39,MALE,OTHERS,1,GOOD
4769,31,FEMALE,RENT,0,GOOD
4770,37,FEMALE,RENT,0,GOOD
4771,34,MALE,PARENTS,3,GOOD
4772,46,MALE,RENT,0,GOOD
4773,22,MALE,RENT,1,BAD
4774,41,FEMALE,RENT,3,BAD
4775,38,MALE,OWNED,1,GOOD
4776,46,MALE,OWNED,2,GOOD
4777,40,FEMALE,OWNED,3,GOOD
4778,36,FEMALE,RENT,5,BAD
4779,22,FEMALE,OWNED,1,GOOD
4780,44,FEMALE,OWNED,5,GOOD
4781,32,MALE,RENT,3,BAD
4782,30,FEMALE,RENT,0,BAD
4783,34,MALE,PARENTS,1,GOOD
4784,30,FEMALE,OWNED,2,GOOD
4785,29,FEMALE,OWNED,0,GOOD
4786,32,MALE,OWNED,3,BAD
4787,33,FEMALE,OWNED,3,GOOD
4788,38,MALE,OWNED,4,GOOD
4789,41,FEMALE,OWNED,0,GOOD
4790,34,FEMALE,OWNED,1,GOOD
4791,31,FEMALE,OWNED,5,GOOD
4792,29,MALE,RENT,0,BAD
4793,47,FEMALE,OWNED,2,GOOD
4794,34,MALE,OWNED,5,GOOD
4795,30,MALE,OWNED,0,GOOD
4796,43,MALE,RENT,5,BAD
4797,34,FEMALE,RENT,2,BAD
4798,42,MALE,OWNED,2,GOOD
4799,36,FEMALE,OWNED,3,GOOD
4800,48,FEMALE,OWNED,2,GOOD
4801,41,MALE,OWNED,5,GOOD
4802,36,MALE,RENT,4,GOOD
4803,33,MALE,RENT,5,BAD
4804,32,MALE,OWNED,5,GOOD
4805,41,FEMALE,OTHERS,3,GOOD
4806,46,FEMALE,OWNED,2,GOOD
4807,34,MALE,OWNED,3,GOOD
4808,35,MALE,OWNED,4,BAD
4809,33,FEMALE,RENT,0,GOOD
4810,36,MALE,OWNED,0,GOOD
4811,32,MALE,OWNED,5,GOOD
4812,37,FEMALE,RENT,2,GOOD
4813,28,MALE,RENT,5,BAD
4814,25,MALE,PARENTS,0,BAD
4815,39,FEMALE,OWNED,3,GOOD
4816,35,FEMALE,OWNED,2,GOOD
4817,34,MALE,OWNED,2,GOOD
4818,49,FEMALE,OWNED,5,GOOD
4819,26,MALE,OWNED,0,GOOD
4820,23,FEMALE,OWNED,4,GOOD
4821,31,MALE,OWNED,4,GOOD
4822,37,MALE,RENT,3,BAD
4823,25,MALE,OTHERS,1,GOOD
4824,36,MALE,PARENTS,2,GOOD
4825,39,MALE,OWNED,5,GOOD
4826,33,MALE,RENT,2,GOOD
4827,33,FEMALE,OWNED,5,GOOD
4828,37,MALE,OWNED,3,BAD
4829,26,MALE,OTHERS,1,GOOD
4830,28,MALE,OWNED,0,BAD
4831,37,MALE,OWNED,4,BAD
4832,35,FEMALE,OWNED,0,GOOD
4833,28,MALE,OWNED,0,GOOD
4834,50,FEMALE,OWNED,3,GOOD
4835,34,FEMALE,OWNED,5,GOOD
4836,30,MALE,PARENTS,5,BAD
4837,32,MALE,OWNED,4,BAD
4838,35,FEMALE,OWNED,2,GOOD
4839,21,MALE,PARENTS,4,BAD
4840,41,MALE,PARENTS,0,GOOD
4841,37,MALE,OWNED,1,GOOD
4842,20,MALE,PARENTS,1,BAD
4843,30,MALE,OWNED,5,BAD
4844,26,MALE,RENT,1,BAD
4845,36,MALE,RENT,4,BAD
4846,33,FEMALE,OWNED,0,GOOD
4847,31,MALE,OWNED,5,BAD
4848,43,FEMALE,OWNED,3,GOOD
4849,38,MALE,RENT,2,BAD
4850,35,MALE,RENT,4,BAD
4851,35,MALE,RENT,2,GOOD
4852,37,FEMALE,RENT,4,BAD
4853,33,FEMALE,RENT,3,GOOD
4854,23,MALE,RENT,1,BAD
4855,23,MALE,PARENTS,1,BAD
4856,43,FEMALE,OWNED,5,GOOD
4857,37,FEMALE,OWNED,2,GOOD
4858,35,FEMALE,RENT,1,GOOD
4859,37,MALE,OWNED,5,GOOD
4860,43,FEMALE,RENT,0,GOOD
4861,39,MALE,OWNED,1,GOOD
4862,28,FEMALE,RENT,1,GOOD
4863,45,FEMALE,OWNED,0,GOOD
4864,32,FEMALE,RENT,1,BAD
4865,39,MALE,RENT,0,GOOD
4866,40,FEMALE,OWNED,3,GOOD
4867,37,MALE,OWNED,1,GOOD
4868,38,MALE,RENT,4,BAD
4869,29,MALE,RENT,1,BAD
4870,31,MALE,RENT,3,BAD
4871,30,MALE,PARENTS,1,GOOD
4872,30,MALE,RENT,1,BAD
4873,31,MALE,OTHERS,1,BAD
4874,31,MALE,OWNED,4,GOOD
4875,41,FEMALE,PARENTS,5,BAD
4876,32,MALE,PARENTS,4,BAD
4877,34,FEMALE,OWNED,4,GOOD
4878,30,FEMALE,PARENTS,0,GOOD
4879,35,MALE,OWNED,0,GOOD
4880,35,MALE,RENT,0,BAD
4881,34,MALE,OWNED,5,BAD
4882,35,MALE,OWNED,2,GOOD
4883,35,MALE,RENT,4,BAD
4884,47,FEMALE,OWNED,1,GOOD
4885,38,MALE,OWNED,5,GOOD
4886,37,FEMALE,RENT,2,GOOD
4887,34,FEMALE,OTHERS,1,GOOD
4888,31,MALE,OWNED,5,BAD
4889,40,MALE,OWNED,1,GOOD
4890,47,FEMALE,OWNED,3,GOOD
4891,31,FEMALE,RENT,5,BAD
4892,25,MALE,OWNED,1,GOOD
4893,19,FEMALE,PARENTS,2,BAD
4894,35,FEMALE,OWNED,5,GOOD
4895,36,MALE,RENT,2,BAD
4896,42,FEMALE,OWNED,5,GOOD
4897,37,MALE,RENT,1,GOOD
4898,31,MALE,OTHERS,1,GOOD
4899,36,MALE,OWNED,3,GOOD
4900,29,MALE,RENT,1,BAD
4901,34,MALE,OWNED,5,BAD
4902,27,MALE,OWNED,0,GOOD
4903,37,MALE,OWNED,0,GOOD
4904,32,MALE,OWNED,0,GOOD
4905,35,FEMALE,OTHERS,3,BAD
4906,37,FEMALE,OWNED,4,GOOD
4907,35,MALE,RENT,4,BAD
4908,35,FEMALE,OWNED,3,GOOD
4909,36,MALE,OWNED,0,GOOD
4910,28,MALE,OTHERS,0,BAD
4911,34,FEMALE,PARENTS,4,GOOD
4912,38,MALE,OWNED,4,GOOD
4913,43,MALE,OWNED,5,BAD
4914,30,FEMALE,OWNED,0,GOOD
4915,24,MALE,OWNED,1,GOOD
4916,41,MALE,RENT,3,BAD
4917,37,MALE,OWNED,3,GOOD
4918,37,MALE,OTHERS,4,GOOD
4919,35,FEMALE,OWNED,3,GOOD
4920,30,FEMALE,OWNED,4,GOOD
4921,36,MALE,OWNED,4,GOOD
4922,26,FEMALE,OTHERS,0,GOOD
4923,26,MALE,RENT,0,GOOD
4924,44,MALE,RENT,4,BAD
4925,22,MALE,PARENTS,1,BAD
4926,23,MALE,PARENTS,0,GOOD
4927,29,MALE,OWNED,1,GOOD
4928,33,FEMALE,RENT,3,BAD
4929,30,MALE,OWNED,1,GOOD
4930,38,FEMALE,OTHERS,0,GOOD
4931,33,MALE,RENT,3,GOOD
4932,25,MALE,OTHERS,1,BAD
4933,26,MALE,PARENTS,0,BAD
4934,32,FEMALE,OWNED,1,GOOD
4935,43,FEMALE,PARENTS,0,GOOD
4936,40,MALE,OWNED,4,BAD
4937,28,MALE,PARENTS,0,GOOD
4938,28,MALE,OTHERS,0,BAD
4939,29,FEMALE,OWNED,0,GOOD
4940,27,MALE,OWNED,0,GOOD
4941,34,FEMALE,RENT,4,BAD
4942,39,FEMALE,PARENTS,4,GOOD
4943,29,FEMALE,OWNED,4,GOOD
4944,36,FEMALE,OWNED,3,GOOD
4945,35,FEMALE,OWNED,4,GOOD
4946,27,MALE,OWNED,0,GOOD
4947,41,MALE,OWNED,1,GOOD
4948,36,FEMALE,RENT,4,GOOD
4949,32,FEMALE,OWNED,0,GOOD
4950,27,FEMALE,OWNED,0,GOOD
4951,33,FEMALE,RENT,2,BAD
4952,30,MALE,PARENTS,3,BAD
4953,33,FEMALE,OWNED,0,GOOD
4954,26,FEMALE,RENT,1,GOOD
4955,38,MALE,OWNED,4,BAD
4956,35,MALE,PARENTS,2,GOOD
4957,37,FEMALE,OWNED,3,GOOD
4958,34,FEMALE,RENT,4,BAD
4959,27,FEMALE,OWNED,0,GOOD
4960,46,FEMALE,RENT,1,GOOD
4961,40,MALE,OWNED,2,GOOD
4962,35,FEMALE,OWNED,5,GOOD
4963,33,MALE,OWNED,1,GOOD
4964,27,FEMALE,OWNED,1,GOOD
4965,39,MALE,RENT,3,BAD
4966,42,FEMALE,OWNED,0,GOOD
4967,48,FEMALE,PARENTS,4,GOOD
4968,35,MALE,OWNED,0,GOOD
4969,34,MALE,OWNED,1,GOOD
4970,40,MALE,OTHERS,1,GOOD
4971,34,FEMALE,RENT,0,GOOD
4972,26,MALE,OWNED,5,GOOD
4973,43,MALE,RENT,3,BAD
4974,40,FEMALE,RENT,1,GOOD
4975,42,MALE,OWNED,1,GOOD
4976,26,FEMALE,RENT,1,GOOD
4977,40,MALE,OWNED,1,GOOD
4978,38,MALE,OTHERS,0,GOOD
4979,31,MALE,OWNED,4,GOOD
4980,40,MALE,OWNED,2,GOOD
4981,31,FEMALE,OWNED,3,GOOD
4982,30,MALE,OTHERS,4,GOOD
4983,34,FEMALE,RENT,3,GOOD
4984,38,FEMALE,RENT,0,GOOD
4985,43,FEMALE,OWNED,5,GOOD
4986,43,MALE,RENT,4,BAD
4987,41,FEMALE,RENT,2,GOOD
4988,25,MALE,RENT,1,BAD
4989,33,MALE,RENT,4,BAD
4990,43,FEMALE,RENT,0,GOOD
4991,34,MALE,OWNED,2,GOOD
4992,39,FEMALE,OWNED,4,GOOD
4993,40,MALE,OWNED,2,GOOD
4994,40,MALE,OTHERS,1,GOOD
4995,43,FEMALE,OWNED,0,GOOD
4996,36,FEMALE,OWNED,2,GOOD
4997,33,FEMALE,PARENTS,3,GOOD
4998,38,MALE,PARENTS,3,GOOD
4999,33,MALE,OWNED,1,GOOD
5000,30,MALE,PARENTS,2,GOOD
5001,45,MALE,OWNED,3,GOOD
5002,28,MALE,RENT,1,BAD
5003,32,MALE,OWNED,3,GOOD
5004,27,FEMALE,OWNED,1,GOOD
5005,28,MALE,RENT,5,BAD
5006,25,MALE,RENT,1,BAD
5007,35,FEMALE,OWNED,3,GOOD
5008,34,MALE,PARENTS,0,GOOD
5009,38,FEMALE,RENT,5,GOOD
5010,40,FEMALE,OWNED,2,GOOD
5011,41,FEMALE,RENT,1,GOOD
5012,44,MALE,OWNED,0,GOOD
5013,33,FEMALE,OWNED,2,GOOD
5014,39,MALE,OWNED,1,GOOD
5015,22,MALE,PARENTS,0,GOOD
5016,30,FEMALE,RENT,5,GOOD
5017,35,MALE,RENT,3,BAD
5018,31,MALE,OWNED,5,BAD
5019,28,MALE,PARENTS,1,GOOD
5020,29,FEMALE,OTHERS,0,BAD
5021,42,MALE,OWNED,3,GOOD
5022,47,FEMALE,OWNED,4,GOOD
5023,24,MALE,OWNED,0,GOOD
5024,39,MALE,RENT,2,GOOD
5025,36,MALE,OWNED,5,BAD
5026,27,MALE,OWNED,1,GOOD
5027,36,MALE,RENT,1,BAD
5028,30,FEMALE,PARENTS,1,BAD
5029,31,MALE,OWNED,3,BAD
5030,39,FEMALE,RENT,2,GOOD
5031,40,MALE,RENT,0,GOOD
5032,33,FEMALE,RENT,4,BAD
5033,37,FEMALE,OWNED,4,GOOD
5034,20,MALE,RENT,1,BAD
5035,35,FEMALE,OWNED,3,GOOD
5036,34,FEMALE,OWNED,1,GOOD
5037,32,FEMALE,OWNED,1,GOOD
5038,36,FEMALE,OWNED,5,GOOD
5039,31,FEMALE,OWNED,0,GOOD
5040,52,FEMALE,OWNED,2,GOOD
5041,35,FEMALE,RENT,5,GOOD
5042,33,MALE,OWNED,0,GOOD
5043,36,MALE,OTHERS,5,BAD
5044,49,MALE,OWNED,0,GOOD
5045,49,FEMALE,RENT,3,BAD
5046,39,FEMALE,OTHERS,3,GOOD
5047,34,MALE,RENT,3,GOOD
5048,34,FEMALE,RENT,5,BAD
5049,39,MALE,OWNED,4,BAD
5050,35,MALE,RENT,5,BAD
5051,39,FEMALE,OWNED,3,GOOD
5052,43,MALE,PARENTS,0,BAD
5053,36,MALE,RENT,1,GOOD
5054,47,FEMALE,OWNED,2,GOOD
5055,40,FEMALE,RENT,1,BAD
5056,44,FEMALE,OWNED,5,GOOD
5057,27,MALE,RENT,0,BAD
5058,31,MALE,OWNED,3,BAD
5059,32,MALE,OWNED,0,GOOD
5060,30,MALE,OWNED,3,GOOD
5061,44,MALE,OWNED,3,GOOD
5062,37,FEMALE,OWNED,2,GOOD
5063,29,FEMALE,OWNED,5,GOOD
5064,47,MALE,OTHERS,2,BAD
5065,34,MALE,OWNED,5,BAD
5066,37,MALE,OWNED,3,GOOD
5067,45,FEMALE,RENT,0,GOOD
5068,35,FEMALE,OWNED,1,GOOD
5069,47,MALE,OWNED,1,GOOD
5070,47,FEMALE,OWNED,2,GOOD
5071,35,FEMALE,RENT,2,GOOD
5072,38,MALE,PARENTS,0,GOOD
5073,32,FEMALE,RENT,1,GOOD
5074,47,FEMALE,PARENTS,3,GOOD
5075,43,MALE,OWNED,5,BAD
5076,30,MALE,OTHERS,4,GOOD
5077,40,MALE,OWNED,5,GOOD
5078,41,MALE,OWNED,5,GOOD
5079,37,MALE,OWNED,1,GOOD
5080,34,FEMALE,OWNED,2,GOOD
5081,34,MALE,OWNED,0,GOOD
5082,29,FEMALE,RENT,1,GOOD
5083,43,MALE,OTHERS,2,BAD
5084,35,FEMALE,OWNED,3,GOOD
5085,28,FEMALE,OWNED,0,GOOD
5086,34,MALE,OWNED,5,BAD
5087,28,FEMALE,OWNED,4,GOOD
5088,26,FEMALE,OWNED,0,GOOD
5089,40,FEMALE,RENT,3,BAD
5090,35,MALE,RENT,1,GOOD
5091,20,MALE,RENT,0,GOOD
5092,36,FEMALE,RENT,2,BAD
5093,26,MALE,PARENTS,1,BAD
5094,28,FEMALE,RENT,3,BAD
5095,30,FEMALE,RENT,5,BAD
5096,23,FEMALE,OWNED,1,GOOD
5097,43,FEMALE,OTHERS,4,BAD
5098,27,MALE,RENT,0,GOOD
5099,31,MALE,OWNED,4,GOOD
5100,38,MALE,RENT,2,GOOD
5101,35,MALE,OWNED,0,GOOD
5102,31,MALE,OWNED,4,GOOD
5103,32,MALE,OWNED,3,BAD
5104,32,MALE,RENT,1,BAD
5105,41,MALE,OWNED,1,GOOD
5106,35,MALE,RENT,4,BAD
5107,31,FEMALE,RENT,1,BAD
5108,36,MALE,OWNED,1,GOOD
5109,43,MALE,RENT,5,BAD
5110,28,MALE,OWNED,1,BAD
5111,39,FEMALE,OWNED,4,GOOD
5112,40,FEMALE,OTHERS,3,GOOD
5113,45,FEMALE,OWNED,0,GOOD
5114,35,MALE,OWNED,1,BAD
5115,30,MALE,OWNED,3,BAD
5116,43,MALE,RENT,5,GOOD
5117,45,MALE,RENT,1,GOOD
5118,37,MALE,OWNED,1,GOOD
5119,37,FEMALE,OWNED,3,GOOD
5120,30,MALE,PARENTS,5,BAD
5121,32,FEMALE,OWNED,0,GOOD
5122,31,MALE,OWNED,0,GOOD
5123,33,MALE,RENT,5,BAD
5124,44,MALE,OTHERS,4,BAD
5125,39,MALE,RENT,3,BAD
5126,29,FEMALE,OWNED,1,GOOD
5127,27,MALE,OWNED,0,GOOD
5128,33,MALE,OWNED,1,GOOD
5129,21,MALE,PARENTS,0,BAD
5130,37,MALE,OTHERS,5,BAD
5131,25,MALE,PARENTS,1,BAD
5132,33,MALE,RENT,1,GOOD
5133,30,MALE,OWNED,3,BAD
5134,31,MALE,OWNED,4,GOOD
5135,37,MALE,OWNED,0,GOOD
5136,42,MALE,PARENTS,3,BAD
5137,40,MALE,OWNED,3,GOOD
5138,34,MALE,OWNED,5,GOOD
5139,22,MALE,OTHERS,1,BAD
5140,29,MALE,OWNED,0,GOOD
5141,36,MALE,RENT,3,GOOD
5142,43,MALE,OWNED,3,GOOD
5143,38,MALE,OTHERS,4,BAD
5144,33,MALE,OWNED,5,BAD
5145,28,MALE,OTHERS,2,GOOD
5146,42,FEMALE,OWNED,1,GOOD
5147,24,MALE,OWNED,0,GOOD
5148,32,FEMALE,RENT,1,BAD
5149,41,FEMALE,OWNED,5,GOOD
5150,38,FEMALE,OWNED,3,GOOD
5151,21,MALE,OWNED,0,GOOD
5152,34,FEMALE,RENT,0,GOOD
5153,29,FEMALE,RENT,1,GOOD
5154,39,FEMALE,RENT,3,BAD
5155,61,MALE,RENT,2,GOOD
5156,37,FEMALE,RENT,4,GOOD
5157,40,MALE,OWNED,1,BAD
5158,34,MALE,OWNED,0,GOOD
5159,41,MALE,RENT,0,BAD
5160,33,MALE,RENT,3,GOOD
5161,52,FEMALE,RENT,3,BAD
5162,38,MALE,OWNED,2,GOOD
5163,26,MALE,OTHERS,0,BAD
5164,43,MALE,RENT,0,GOOD
5165,28,FEMALE,OWNED,0,GOOD
5166,19,MALE,PARENTS,1,BAD
5167,46,FEMALE,OWNED,5,GOOD
5168,46,FEMALE,PARENTS,0,GOOD
5169,40,MALE,OWNED,1,GOOD
5170,36,MALE,RENT,5,BAD
5171,33,MALE,RENT,4,BAD
5172,33,MALE,OWNED,3,GOOD
5173,57,MALE,OWNED,1,GOOD
5174,33,FEMALE,OWNED,1,GOOD
5175,43,MALE,RENT,0,GOOD
5176,37,FEMALE,RENT,3,BAD
5177,42,FEMALE,RENT,3,BAD
5178,36,FEMALE,RENT,1,GOOD
5179,28,MALE,RENT,3,BAD
5180,30,MALE,OWNED,2,GOOD
5181,43,FEMALE,OWNED,4,GOOD
5182,39,MALE,RENT,4,BAD
5183,35,MALE,OWNED,4,BAD
5184,38,MALE,OWNED,3,GOOD
5185,24,MALE,RENT,1,BAD
5186,39,MALE,RENT,3,BAD
5187,43,FEMALE,RENT,5,BAD
5188,35,MALE,OWNED,1,GOOD
5189,34,MALE,RENT,0,GOOD
5190,34,MALE,OWNED,5,GOOD
5191,43,FEMALE,OTHERS,4,BAD
5192,41,MALE,OWNED,2,GOOD
5193,33,FEMALE,OWNED,4,GOOD
5194,51,FEMALE,RENT,3,GOOD
5195,33,FEMALE,RENT,4,GOOD
5196,33,MALE,OWNED,1,GOOD
5197,25,MALE,OTHERS,1,BAD
5198,34,MALE,OWNED,1,GOOD
5199,30,FEMALE,RENT,4,BAD
5200,26,MALE,RENT,0,BAD
5201,40,MALE,OTHERS,3,BAD
5202,40,MALE,RENT,2,BAD
