No,usia,income,rumah,lokasi,pernikahan,jenis kelamin,status
2443,34,7.41,OWNED,URBAN,MARRIED,MALE,GOOD
2444,44,7.38,OWNED,RURAL,MARRIED,MALE,GOOD
2445,45,5.97,OWNED,URBAN,MARRIED,MALE,GOOD
2446,39,4.88,OTHERS,RURAL,MARRIED,FEMALE,BAD
2447,41,6.88,RENT,RURAL,MARRIED,FEMALE,GOOD
2448,43,4.39,OWNED,RURAL,MARRIED,FEMALE,GOOD
2449,42,7.81,OWNED,URBAN,MARRIED,FEMALE,GOOD
2450,48,4.66,OWNED,URBAN,MARRIED,MALE,GOOD
2451,48,4.38,OWNED,URBAN,MARRIED,MALE,GOOD
2452,34,6.66,OWNED,URBAN,MARRIED,MALE,BAD
2453,45,6.79,OWNED,RURAL,MARRIED,MALE,BAD
2454,44,5.3,OWNED,URBAN,MARRIED,MALE,GOOD
2455,45,6.38,OWNED,URBAN,MARRIED,MALE,GOOD
2456,36,9.36,OWNED,RURAL,MARRIED,FEMALE,GOOD
2457,43,4.09,OWNED,RURAL,SINGLE,MALE,GOOD
2458,38,16.08,RENT,RURAL,SINGLE,MALE,GOOD
2459,35,6.78,OWNED,RURAL,MARRIED,MALE,GOOD
2460,39,8.24,OWNED,URBAN,MARRIED,MALE,GOOD
2461,38,10.66,OWNED,RURAL,MARRIED,FEMALE,GOOD
2462,47,6.45,OWNED,RURAL,SINGLE,MALE,GOOD
2463,39,18.4,RENT,URBAN,MARRIED,FEMALE,GOOD
2464,28,6.9,OWNED,URBAN,SINGLE,FEMALE,BAD
2465,41,6.16,OWNED,URBAN,MARRIED,MALE,GOOD
2466,35,7.66,PARENTS,URBAN,MARRIED,MALE,BAD
2467,38,10.26,RENT,URBAN,MARRIED,MALE,BAD
2468,36,6.56,OWNED,URBAN,MARRIED,MALE,GOOD
2469,35,4.52,RENT,RURAL,MARRIED,MALE,BAD
2470,44,5.39,OWNED,RURAL,SINGLE,FEMALE,GOOD
2471,31,8.87,RENT,URBAN,MARRIED,MALE,BAD
2472,39,8.38,OWNED,URBAN,MARRIED,MALE,GOOD
2473,44,4.08,OWNED,URBAN,MARRIED,FEMALE,GOOD
2474,37,8.15,OWNED,RURAL,MARRIED,MALE,GOOD
2475,33,6.67,OWNED,URBAN,MARRIED,MALE,GOOD
2476,39,5.82,OWNED,URBAN,MARRIED,FEMALE,GOOD
2477,29,4.26,OWNED,RURAL,MARRIED,MALE,BAD
2478,38,5.37,OWNED,RURAL,MARRIED,MALE,BAD
2479,35,6.07,OTHERS,RURAL,MARRIED,FEMALE,BAD
2480,36,3.82,PARENTS,RURAL,MARRIED,MALE,BAD
2481,42,8.84,OWNED,URBAN,MARRIED,FEMALE,GOOD
2482,42,8.78,OTHERS,RURAL,SINGLE,FEMALE,GOOD
2483,38,10.21,OWNED,RURAL,MARRIED,FEMALE,GOOD
2484,41,5.1,OWNED,RURAL,MARRIED,MALE,BAD
2485,40,3.12,OWNED,URBAN,MARRIED,FEMALE,BAD
2486,37,11.29,OWNED,URBAN,MARRIED,MALE,GOOD
2487,49,4.16,OTHERS,URBAN,MARRIED,FEMALE,GOOD
2488,33,4.76,OWNED,URBAN,MARRIED,FEMALE,GOOD
2489,43,9.69,RENT,URBAN,SINGLE,FEMALE,GOOD
2490,42,4.66,OTHERS,URBAN,MARRIED,MALE,BAD
2491,43,8.52,OTHERS,RURAL,MARRIED,MALE,GOOD
2492,31,9.29,OWNED,RURAL,MARRIED,MALE,GOOD
2493,38,7.12,OWNED,URBAN,SINGLE,MALE,GOOD
2494,42,7.01,PARENTS,RURAL,MARRIED,MALE,BAD
2495,39,6.36,RENT,URBAN,MARRIED,MALE,BAD
2496,32,8.16,OTHERS,RURAL,MARRIED,MALE,BAD
2497,33,4.8,RENT,URBAN,MARRIED,MALE,BAD
2498,37,5.82,PARENTS,URBAN,MARRIED,FEMALE,BAD
2499,28,6.07,OWNED,RURAL,SINGLE,MALE,GOOD
2500,43,3.34,PARENTS,URBAN,MARRIED,FEMALE,BAD
2501,39,7.58,OWNED,URBAN,SINGLE,MALE,GOOD
2502,42,10.45,PARENTS,URBAN,MARRIED,MALE,GOOD
2503,33,7.39,RENT,URBAN,MARRIED,MALE,BAD
2504,38,3.41,RENT,URBAN,MARRIED,MALE,BAD
2505,35,5.24,OWNED,RURAL,MARRIED,MALE,BAD
2506,35,5.43,OWNED,URBAN,MARRIED,FEMALE,GOOD
2507,46,5.36,RENT,RURAL,MARRIED,MALE,BAD
2508,38,9.37,OWNED,RURAL,MARRIED,FEMALE,BAD
2509,34,20.24,OWNED,URBAN,MARRIED,MALE,GOOD
2510,47,5.07,RENT,URBAN,MARRIED,MALE,BAD
2511,34,4.54,OWNED,RURAL,MARRIED,MALE,BAD
2512,34,7.39,OWNED,RURAL,MARRIED,MALE,GOOD
2513,43,9.82,RENT,URBAN,MARRIED,MALE,BAD
2514,41,11.11,OWNED,URBAN,MARRIED,FEMALE,GOOD
2515,41,5.61,OWNED,URBAN,MARRIED,MALE,GOOD
2516,43,12.47,OWNED,URBAN,MARRIED,MALE,BAD
2517,46,8.5,OWNED,URBAN,MARRIED,MALE,GOOD
2518,47,4.81,PARENTS,RURAL,MARRIED,MALE,BAD
2519,40,14.41,PARENTS,RURAL,MARRIED,MALE,BAD
2520,38,9.28,RENT,RURAL,MARRIED,MALE,BAD
2521,43,5.04,PARENTS,URBAN,MARRIED,MALE,BAD
2522,39,4.95,PARENTS,URBAN,MARRIED,MALE,BAD
2523,38,5.84,OWNED,RURAL,MARRIED,MALE,BAD
2524,36,5.7,RENT,RURAL,MARRIED,FEMALE,BAD
2525,35,6,PARENTS,RURAL,MARRIED,MALE,GOOD
2526,42,4.1,RENT,URBAN,MARRIED,FEMALE,BAD
2527,46,20.77,OWNED,URBAN,MARRIED,MALE,GOOD
2528,32,4.18,OWNED,URBAN,MARRIED,MALE,BAD
2529,43,6.11,OWNED,RURAL,MARRIED,FEMALE,GOOD
2530,42,6.85,OWNED,RURAL,MARRIED,FEMALE,GOOD
2531,39,7.96,RENT,URBAN,MARRIED,FEMALE,BAD
2532,36,4.53,RENT,URBAN,MARRIED,FEMALE,BAD
2533,47,4.61,OWNED,URBAN,MARRIED,MALE,GOOD
2534,34,4.43,RENT,RURAL,MARRIED,MALE,BAD
2535,46,13.59,OWNED,URBAN,MARRIED,MALE,GOOD
2536,33,4.84,OWNED,URBAN,MARRIED,MALE,BAD
2537,43,8.46,RENT,URBAN,MARRIED,MALE,BAD
2538,40,5.48,OWNED,URBAN,MARRIED,MALE,GOOD
2539,50,10.42,OWNED,URBAN,MARRIED,MALE,GOOD
2540,44,7.87,PARENTS,RURAL,MARRIED,FEMALE,GOOD
2541,32,11.38,OWNED,URBAN,SINGLE,MALE,GOOD
2542,40,11.74,OTHERS,URBAN,MARRIED,FEMALE,GOOD
2543,33,4.96,RENT,URBAN,MARRIED,MALE,BAD
2544,38,3.69,OWNED,URBAN,MARRIED,MALE,BAD
2545,36,4.18,OWNED,URBAN,MARRIED,MALE,GOOD
2546,35,5.02,RENT,RURAL,MARRIED,MALE,BAD
2547,39,10.03,OWNED,URBAN,MARRIED,FEMALE,BAD
2548,36,6.63,OWNED,RURAL,MARRIED,MALE,GOOD
2549,43,3.95,OWNED,URBAN,MARRIED,MALE,BAD
2550,41,11.52,PARENTS,RURAL,MARRIED,MALE,GOOD
2551,43,11.13,PARENTS,URBAN,MARRIED,FEMALE,GOOD
2552,43,6.61,OWNED,RURAL,SINGLE,MALE,BAD
2553,43,3.39,OWNED,URBAN,MARRIED,MALE,BAD
2554,37,4.84,RENT,URBAN,MARRIED,MALE,BAD
2555,34,6.79,OWNED,URBAN,MARRIED,MALE,GOOD
2556,38,3.44,OWNED,RURAL,MARRIED,MALE,BAD
2557,31,7.01,OWNED,URBAN,MARRIED,MALE,GOOD
2558,42,4.81,RENT,URBAN,MARRIED,FEMALE,BAD
2559,35,5.03,OWNED,URBAN,MARRIED,FEMALE,GOOD
2560,43,9.08,OTHERS,RURAL,MARRIED,MALE,GOOD
2561,37,5.51,OWNED,RURAL,MARRIED,FEMALE,GOOD
2562,37,4.34,OWNED,RURAL,MARRIED,MALE,BAD
2563,38,7.11,RENT,URBAN,MARRIED,MALE,BAD
2564,40,6.81,PARENTS,RURAL,MARRIED,MALE,BAD
2565,43,4.16,OTHERS,RURAL,MARRIED,FEMALE,GOOD
2566,44,6.96,RENT,URBAN,MARRIED,MALE,BAD
2567,41,5.65,OWNED,RURAL,MARRIED,MALE,GOOD
2568,42,6.85,OWNED,URBAN,MARRIED,MALE,GOOD
2569,42,10.56,RENT,URBAN,MARRIED,MALE,BAD
2570,36,8.85,OWNED,RURAL,MARRIED,FEMALE,GOOD
2571,43,9.07,OWNED,RURAL,SINGLE,MALE,GOOD
2572,38,6.3,OWNED,URBAN,MARRIED,MALE,GOOD
2573,37,6.44,OWNED,URBAN,MARRIED,MALE,GOOD
2574,35,5.28,OWNED,URBAN,MARRIED,MALE,BAD
2575,39,8.45,OWNED,URBAN,MARRIED,FEMALE,GOOD
2576,42,7.29,OTHERS,URBAN,SINGLE,MALE,GOOD
2577,37,7.92,OWNED,URBAN,MARRIED,FEMALE,GOOD
2578,42,4.8,OWNED,URBAN,MARRIED,MALE,GOOD
2579,40,6.18,OWNED,URBAN,MARRIED,MALE,GOOD
2580,39,5.84,RENT,URBAN,MARRIED,MALE,BAD
2581,37,4.36,OWNED,URBAN,SINGLE,MALE,GOOD
2582,43,8.3,OWNED,URBAN,MARRIED,MALE,GOOD
2583,38,11.86,OWNED,URBAN,MARRIED,FEMALE,GOOD
2584,37,13.16,OWNED,URBAN,MARRIED,MALE,GOOD
2585,45,3.53,RENT,URBAN,SINGLE,MALE,BAD
2586,35,8.26,OWNED,URBAN,SINGLE,MALE,GOOD
2587,33,6.26,OWNED,URBAN,MARRIED,FEMALE,GOOD
2588,43,6.15,OWNED,URBAN,MARRIED,MALE,BAD
2589,36,7.5,OWNED,URBAN,MARRIED,FEMALE,GOOD
2590,34,5.87,OTHERS,RURAL,MARRIED,MALE,BAD
2591,40,9.02,OWNED,URBAN,MARRIED,FEMALE,GOOD
2592,38,6.08,OWNED,URBAN,MARRIED,FEMALE,GOOD
2593,45,5.46,OWNED,RURAL,SINGLE,MALE,GOOD
2594,40,13.74,OWNED,URBAN,MARRIED,FEMALE,GOOD
2595,45,8.02,OWNED,RURAL,MARRIED,FEMALE,GOOD
2596,38,6.12,RENT,RURAL,MARRIED,MALE,BAD
2597,40,6.57,OWNED,URBAN,MARRIED,FEMALE,GOOD
2598,34,10.87,OWNED,RURAL,MARRIED,MALE,GOOD
2599,35,7.43,OWNED,RURAL,MARRIED,FEMALE,GOOD
2600,35,6.98,RENT,URBAN,MARRIED,MALE,BAD
2601,46,7.51,OWNED,RURAL,MARRIED,MALE,GOOD
2602,35,7.19,RENT,RURAL,MARRIED,FEMALE,BAD
2603,37,5.26,PARENTS,RURAL,MARRIED,MALE,BAD
2604,32,4.1,OWNED,URBAN,MARRIED,MALE,GOOD
2605,45,5,OTHERS,URBAN,MARRIED,MALE,BAD
2606,40,6.08,RENT,RURAL,MARRIED,MALE,BAD
2607,43,11.46,OWNED,URBAN,MARRIED,MALE,GOOD
2608,47,8.81,OWNED,URBAN,MARRIED,MALE,GOOD
2609,43,4.4,OWNED,RURAL,MARRIED,MALE,GOOD
2610,39,5.23,OTHERS,URBAN,MARRIED,MALE,BAD
2611,40,4.6,PARENTS,URBAN,MARRIED,FEMALE,BAD
2612,35,8.32,OWNED,URBAN,MARRIED,FEMALE,GOOD
2613,46,7.84,RENT,URBAN,MARRIED,MALE,BAD
2614,38,4.9,PARENTS,URBAN,MARRIED,FEMALE,BAD
2615,37,7.3,OWNED,RURAL,MARRIED,FEMALE,GOOD
2616,42,13.36,PARENTS,URBAN,MARRIED,FEMALE,GOOD
2617,48,7.5,PARENTS,URBAN,MARRIED,MALE,BAD
2618,37,7.62,OWNED,URBAN,MARRIED,FEMALE,GOOD
2619,36,4.84,OWNED,URBAN,MARRIED,MALE,GOOD
2620,37,7.69,OWNED,URBAN,MARRIED,MALE,GOOD
2621,37,4.6,OWNED,RURAL,MARRIED,FEMALE,GOOD
2622,41,4.51,OWNED,RURAL,MARRIED,MALE,GOOD
2623,46,7.67,OWNED,URBAN,MARRIED,MALE,GOOD
2624,43,13.09,RENT,URBAN,MARRIED,MALE,GOOD
2625,34,8.27,PARENTS,URBAN,MARRIED,MALE,BAD
2626,38,5.87,RENT,URBAN,SINGLE,FEMALE,BAD
2627,44,8.19,PARENTS,URBAN,MARRIED,MALE,GOOD
2628,38,10.49,RENT,RURAL,MARRIED,FEMALE,GOOD
2629,42,3.84,OWNED,RURAL,MARRIED,FEMALE,GOOD
2630,41,5.79,OWNED,RURAL,MARRIED,MALE,GOOD
2631,34,6.93,OWNED,URBAN,MARRIED,FEMALE,GOOD
2632,39,8.64,OWNED,RURAL,MARRIED,FEMALE,GOOD
2633,39,7.69,PARENTS,URBAN,MARRIED,FEMALE,GOOD
2634,41,5.77,OWNED,RURAL,MARRIED,MALE,GOOD
2635,37,4.35,OWNED,URBAN,MARRIED,FEMALE,GOOD
2636,39,3.21,OWNED,RURAL,MARRIED,FEMALE,GOOD
2637,39,4.28,OWNED,URBAN,MARRIED,MALE,GOOD
2638,40,4.22,OWNED,RURAL,MARRIED,MALE,GOOD
2639,43,7.14,OWNED,URBAN,MARRIED,MALE,BAD
2640,37,5.53,OWNED,RURAL,MARRIED,MALE,BAD
2641,41,9.7,OWNED,RURAL,MARRIED,FEMALE,GOOD
2642,40,7.83,OWNED,URBAN,MARRIED,FEMALE,GOOD
2643,36,8.54,OWNED,URBAN,MARRIED,MALE,GOOD
2644,39,9.38,OWNED,RURAL,MARRIED,MALE,BAD
2645,37,6.72,OWNED,URBAN,MARRIED,FEMALE,GOOD
2646,38,3.61,RENT,URBAN,MARRIED,MALE,BAD
2647,45,10.26,OWNED,RURAL,MARRIED,FEMALE,GOOD
2648,41,7.52,PARENTS,RURAL,MARRIED,MALE,BAD
2649,38,13.78,OWNED,RURAL,MARRIED,FEMALE,GOOD
2650,39,3.48,OTHERS,RURAL,MARRIED,MALE,BAD
2651,41,5.25,OTHERS,URBAN,MARRIED,MALE,BAD
2652,40,7.76,OWNED,RURAL,MARRIED,MALE,BAD
2653,43,4.48,OWNED,URBAN,MARRIED,MALE,GOOD
2654,40,9.96,RENT,URBAN,SINGLE,MALE,BAD
2655,38,9.2,OWNED,RURAL,MARRIED,FEMALE,GOOD
2656,45,11.53,RENT,RURAL,MARRIED,MALE,BAD
2657,33,3.77,OWNED,URBAN,MARRIED,MALE,BAD
2658,41,5.05,OTHERS,URBAN,MARRIED,FEMALE,GOOD
2659,41,4.69,OWNED,RURAL,MARRIED,FEMALE,GOOD
2660,35,4.75,OWNED,RURAL,MARRIED,MALE,BAD
2661,42,8.46,OWNED,URBAN,MARRIED,FEMALE,GOOD
2662,42,10.59,RENT,URBAN,MARRIED,FEMALE,GOOD
2663,35,6.69,OWNED,URBAN,MARRIED,MALE,GOOD
2664,44,10.82,OWNED,URBAN,MARRIED,FEMALE,GOOD
2665,40,8.09,OWNED,RURAL,MARRIED,MALE,GOOD
2666,35,6.66,OWNED,URBAN,MARRIED,MALE,GOOD
2667,40,5.09,OWNED,RURAL,MARRIED,MALE,BAD
2668,32,5.5,OWNED,URBAN,MARRIED,FEMALE,GOOD
2669,40,5.97,OWNED,URBAN,MARRIED,MALE,BAD
2670,37,4.04,OTHERS,RURAL,MARRIED,FEMALE,BAD
2671,37,4.99,OWNED,URBAN,MARRIED,MALE,GOOD
2672,37,7.7,PARENTS,RURAL,MARRIED,FEMALE,BAD
2673,41,7.61,RENT,RURAL,MARRIED,MALE,BAD
2674,44,6.03,OWNED,RURAL,MARRIED,MALE,GOOD
2675,41,6.59,OWNED,URBAN,SINGLE,MALE,BAD
2676,43,6.4,OWNED,RURAL,MARRIED,FEMALE,GOOD
2677,41,5.2,RENT,RURAL,MARRIED,FEMALE,BAD
2678,41,6.75,OTHERS,URBAN,MARRIED,FEMALE,GOOD
2679,38,5.25,OWNED,URBAN,SINGLE,MALE,GOOD
2680,42,11.02,OWNED,URBAN,MARRIED,FEMALE,GOOD
2681,42,11.75,OWNED,RURAL,MARRIED,FEMALE,GOOD
2682,34,7.11,RENT,RURAL,MARRIED,FEMALE,BAD
2683,36,4.02,OWNED,URBAN,MARRIED,MALE,GOOD
2684,46,6.63,OWNED,URBAN,MARRIED,MALE,GOOD
2685,40,4.61,OWNED,RURAL,MARRIED,MALE,GOOD
2686,47,5.26,PARENTS,URBAN,SINGLE,MALE,BAD
2687,41,7.59,PARENTS,RURAL,MARRIED,FEMALE,GOOD
2688,35,8.31,OTHERS,URBAN,MARRIED,MALE,BAD
2689,40,9.84,PARENTS,URBAN,MARRIED,MALE,BAD
2690,36,7.69,OWNED,RURAL,MARRIED,FEMALE,GOOD
2691,34,5.21,PARENTS,URBAN,SINGLE,MALE,GOOD
2692,38,6.42,OWNED,RURAL,MARRIED,FEMALE,GOOD
2693,46,4.08,OWNED,URBAN,SINGLE,FEMALE,GOOD
2694,35,8.51,OWNED,URBAN,MARRIED,FEMALE,GOOD
2695,33,4,OWNED,URBAN,MARRIED,MALE,GOOD
2696,40,7.28,PARENTS,URBAN,MARRIED,FEMALE,GOOD
2697,38,4.81,RENT,RURAL,MARRIED,MALE,BAD
2698,32,4.9,OTHERS,RURAL,MARRIED,MALE,BAD
2699,40,16.49,RENT,URBAN,MARRIED,FEMALE,GOOD
2700,42,10.35,OWNED,RURAL,MARRIED,MALE,GOOD
2701,43,8.96,OTHERS,RURAL,MARRIED,FEMALE,GOOD
2702,34,3.62,OWNED,RURAL,MARRIED,MALE,BAD
2703,45,8.66,OWNED,URBAN,MARRIED,FEMALE,GOOD
2704,36,6.41,RENT,RURAL,MARRIED,FEMALE,BAD
2705,39,6.66,OWNED,RURAL,MARRIED,MALE,GOOD
2706,39,6.37,OWNED,RURAL,MARRIED,FEMALE,GOOD
2707,36,5.08,OTHERS,URBAN,MARRIED,FEMALE,BAD
2708,41,11.07,OWNED,RURAL,MARRIED,FEMALE,GOOD
2709,42,6.62,OWNED,URBAN,MARRIED,FEMALE,GOOD
2710,35,7.72,OWNED,RURAL,MARRIED,MALE,GOOD
2711,32,10.34,RENT,URBAN,MARRIED,FEMALE,GOOD
2712,31,4.66,RENT,URBAN,SINGLE,FEMALE,BAD
2713,36,6.82,OWNED,URBAN,MARRIED,FEMALE,GOOD
2714,41,4.52,PARENTS,URBAN,SINGLE,MALE,BAD
2715,40,3.09,OWNED,RURAL,MARRIED,MALE,BAD
2716,42,3.88,OWNED,RURAL,MARRIED,MALE,BAD
2717,28,3.65,OTHERS,URBAN,SINGLE,MALE,BAD
2718,46,5.44,OWNED,RURAL,SINGLE,MALE,GOOD
2719,27,5.86,PARENTS,RURAL,SINGLE,FEMALE,BAD
2720,34,6.05,RENT,URBAN,SINGLE,FEMALE,GOOD
2721,29,6.31,OTHERS,RURAL,SINGLE,MALE,BAD
2722,39,13.17,OWNED,URBAN,MARRIED,MALE,GOOD
2723,33,5.83,RENT,RURAL,MARRIED,FEMALE,BAD
2724,40,9.06,OWNED,URBAN,MARRIED,FEMALE,GOOD
2725,38,7.29,OWNED,URBAN,MARRIED,MALE,BAD
2726,36,8.58,RENT,URBAN,MARRIED,MALE,BAD
2727,41,8.59,OWNED,URBAN,MARRIED,MALE,GOOD
2728,43,7.36,OWNED,URBAN,MARRIED,MALE,GOOD
2729,39,5.79,PARENTS,RURAL,MARRIED,MALE,GOOD
2730,45,4.38,OWNED,URBAN,MARRIED,MALE,GOOD
2731,38,7.58,OWNED,URBAN,SINGLE,MALE,BAD
2732,43,6.18,OTHERS,URBAN,MARRIED,MALE,GOOD
2733,38,3.97,OWNED,RURAL,MARRIED,MALE,BAD
2734,35,5.35,OTHERS,URBAN,MARRIED,FEMALE,BAD
2735,37,8.47,OWNED,RURAL,MARRIED,FEMALE,GOOD
2736,43,8.93,PARENTS,URBAN,MARRIED,MALE,GOOD
2737,36,10.16,OWNED,RURAL,MARRIED,MALE,GOOD
2738,38,5.29,OTHERS,RURAL,MARRIED,MALE,BAD
2739,40,4.38,OWNED,URBAN,MARRIED,MALE,BAD
2740,36,6.45,RENT,URBAN,SINGLE,MALE,BAD
2741,40,9.75,OWNED,RURAL,MARRIED,MALE,GOOD
2742,39,4.56,OWNED,URBAN,MARRIED,MALE,BAD
2743,41,4.71,RENT,URBAN,MARRIED,MALE,BAD
2744,43,13.61,OWNED,URBAN,MARRIED,MALE,GOOD
2745,47,4.81,RENT,URBAN,MARRIED,FEMALE,BAD
2746,43,11.6,PARENTS,URBAN,MARRIED,MALE,GOOD
2747,42,5.73,RENT,URBAN,MARRIED,MALE,BAD
2748,37,6,RENT,URBAN,MARRIED,MALE,BAD
2749,38,8.04,RENT,URBAN,MARRIED,MALE,BAD
2750,34,5.95,PARENTS,RURAL,MARRIED,MALE,BAD
2751,39,8.66,OWNED,RURAL,MARRIED,MALE,GOOD
2752,48,5.36,PARENTS,URBAN,MARRIED,MALE,BAD
2753,36,5.41,OTHERS,RURAL,MARRIED,MALE,BAD
2754,48,8.63,OTHERS,URBAN,MARRIED,MALE,GOOD
2755,42,5.56,RENT,URBAN,MARRIED,MALE,BAD
2756,45,7.28,OWNED,RURAL,MARRIED,MALE,GOOD
2757,42,5.58,OWNED,URBAN,MARRIED,FEMALE,GOOD
2758,33,7.18,OWNED,RURAL,MARRIED,MALE,GOOD
2759,35,5.15,OWNED,URBAN,MARRIED,MALE,BAD
2760,42,13.07,OWNED,URBAN,MARRIED,MALE,GOOD
2761,38,7.24,RENT,RURAL,SINGLE,MALE,BAD
2762,35,8.17,RENT,URBAN,MARRIED,MALE,BAD
2763,41,8.74,PARENTS,RURAL,SINGLE,FEMALE,GOOD
2764,37,5.04,OTHERS,URBAN,MARRIED,MALE,BAD
2765,44,10.16,OWNED,URBAN,SINGLE,MALE,GOOD
2766,36,5.72,RENT,URBAN,MARRIED,FEMALE,BAD
2767,41,4.84,OWNED,URBAN,MARRIED,FEMALE,GOOD
2768,43,8.68,OTHERS,RURAL,MARRIED,FEMALE,GOOD
2769,32,5.42,OWNED,RURAL,MARRIED,MALE,BAD
2770,41,5.03,PARENTS,RURAL,MARRIED,MALE,BAD
2771,44,6.44,OWNED,URBAN,MARRIED,MALE,GOOD
2772,38,7.53,RENT,RURAL,MARRIED,FEMALE,BAD
2773,36,6.74,PARENTS,RURAL,MARRIED,MALE,BAD
2774,44,12.96,RENT,URBAN,MARRIED,FEMALE,GOOD
2775,36,7.05,OWNED,RURAL,MARRIED,FEMALE,GOOD
2776,36,4.55,RENT,RURAL,MARRIED,MALE,BAD
2777,42,6.98,OTHERS,RURAL,MARRIED,MALE,BAD
2778,43,6.52,OWNED,URBAN,MARRIED,FEMALE,GOOD
2779,37,3.83,PARENTS,RURAL,MARRIED,FEMALE,BAD
2780,39,4.51,OWNED,RURAL,SINGLE,MALE,GOOD
2781,39,5.61,OWNED,URBAN,MARRIED,MALE,GOOD
2782,37,4.35,OWNED,URBAN,MARRIED,MALE,GOOD
2783,37,5.75,RENT,URBAN,MARRIED,MALE,BAD
2784,41,13.27,OWNED,URBAN,MARRIED,MALE,GOOD
2785,45,11.01,OWNED,RURAL,MARRIED,MALE,GOOD
2786,37,5.86,OWNED,RURAL,MARRIED,FEMALE,GOOD
2787,40,7.19,PARENTS,RURAL,MARRIED,MALE,BAD
2788,38,8.28,OWNED,URBAN,MARRIED,MALE,GOOD
2789,42,4.5,OTHERS,URBAN,MARRIED,FEMALE,GOOD
2790,38,4.83,RENT,URBAN,SINGLE,MALE,BAD
2791,37,5.41,OWNED,URBAN,MARRIED,MALE,BAD
2792,38,3.88,OWNED,URBAN,MARRIED,FEMALE,GOOD
2793,42,7.72,OWNED,RURAL,MARRIED,FEMALE,GOOD
2794,39,3.68,OWNED,URBAN,SINGLE,MALE,BAD
2795,41,4.44,OWNED,URBAN,MARRIED,MALE,GOOD
2796,44,5.68,OWNED,RURAL,MARRIED,MALE,GOOD
2797,41,3.81,OWNED,URBAN,MARRIED,MALE,BAD
2798,44,3.49,OWNED,URBAN,MARRIED,MALE,GOOD
2799,42,13.39,PARENTS,RURAL,MARRIED,MALE,GOOD
2800,47,9.81,OWNED,URBAN,MARRIED,MALE,GOOD
2801,39,3.92,OWNED,URBAN,MARRIED,FEMALE,GOOD
2802,45,8.07,RENT,RURAL,SINGLE,MALE,BAD
2803,41,6.09,PARENTS,RURAL,MARRIED,MALE,BAD
2804,35,5.09,OTHERS,URBAN,MARRIED,FEMALE,GOOD
2805,38,5.93,OWNED,RURAL,MARRIED,MALE,BAD
2806,34,5.98,RENT,URBAN,MARRIED,FEMALE,BAD
2807,39,4.49,RENT,URBAN,MARRIED,MALE,BAD
2808,35,7.34,OWNED,RURAL,MARRIED,MALE,GOOD
2809,40,5.05,OWNED,URBAN,MARRIED,MALE,GOOD
2810,41,3.98,OWNED,URBAN,MARRIED,FEMALE,GOOD
2811,44,10.55,OTHERS,URBAN,MARRIED,FEMALE,GOOD
2812,35,3.92,OWNED,URBAN,MARRIED,MALE,BAD
2813,37,7.56,OWNED,URBAN,MARRIED,FEMALE,GOOD
2814,42,4.64,OWNED,URBAN,MARRIED,MALE,GOOD
2815,41,10.12,PARENTS,RURAL,MARRIED,MALE,GOOD
2816,33,7.59,RENT,URBAN,MARRIED,FEMALE,BAD
2817,39,5.88,OTHERS,URBAN,MARRIED,FEMALE,BAD
2818,40,7.67,OWNED,RURAL,MARRIED,FEMALE,BAD
2819,47,4.88,RENT,URBAN,MARRIED,FEMALE,BAD
2820,40,8.42,OWNED,RURAL,SINGLE,MALE,BAD
2821,37,5.29,OWNED,RURAL,MARRIED,MALE,GOOD
2822,40,11.06,OWNED,URBAN,MARRIED,MALE,GOOD
2823,49,8.42,OWNED,URBAN,MARRIED,FEMALE,GOOD
2824,39,3.76,OTHERS,URBAN,MARRIED,MALE,BAD
2825,42,7.7,PARENTS,URBAN,MARRIED,MALE,BAD
2826,41,4.13,OWNED,RURAL,MARRIED,FEMALE,GOOD
2827,39,3.41,OWNED,URBAN,MARRIED,MALE,BAD
2828,42,7.1,OWNED,URBAN,MARRIED,FEMALE,GOOD
2829,37,6.38,OWNED,RURAL,SINGLE,MALE,GOOD
2830,40,8.95,RENT,RURAL,MARRIED,MALE,BAD
2831,42,6.48,PARENTS,RURAL,SINGLE,MALE,GOOD
2832,41,5.98,OWNED,URBAN,MARRIED,FEMALE,GOOD
2833,42,5.61,RENT,URBAN,MARRIED,MALE,BAD
2834,40,5.43,OWNED,RURAL,MARRIED,MALE,BAD
2835,43,9.6,OWNED,RURAL,MARRIED,FEMALE,GOOD
2836,44,8.56,PARENTS,URBAN,MARRIED,MALE,GOOD
2837,47,5.61,RENT,URBAN,MARRIED,FEMALE,BAD
2838,42,18.48,OWNED,URBAN,MARRIED,FEMALE,GOOD
2839,39,3.56,OWNED,URBAN,MARRIED,FEMALE,BAD
2840,43,5.77,RENT,URBAN,MARRIED,MALE,BAD
2841,46,5.68,RENT,URBAN,MARRIED,FEMALE,BAD
2842,38,4.8,RENT,URBAN,MARRIED,MALE,BAD
2843,45,10.19,OWNED,URBAN,MARRIED,MALE,GOOD
2844,49,6.54,OWNED,URBAN,MARRIED,MALE,GOOD
2845,41,4.29,RENT,URBAN,MARRIED,FEMALE,GOOD
2846,44,8.43,OWNED,RURAL,MARRIED,MALE,GOOD
2847,47,5.93,OTHERS,RURAL,MARRIED,FEMALE,GOOD
2848,40,6.27,OWNED,URBAN,MARRIED,FEMALE,GOOD
2849,39,5.19,OWNED,URBAN,SINGLE,MALE,GOOD
